trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,trt_aspect_ratio,trt_genre
8-10,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,other,Canada,R,American Widescreen,Drama
8-10,longa_metragem,english,France,G,Anamorphic Projection,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,Italy,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,Germany,PG-13,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Horror
5,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,Canada,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,France,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Hong Kong,PG-13,Anamorphic Projection,Drama
<4,longa_metragem,english,UK,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,other,Hong Kong,PG,American Widescreen,Action
5,longa_metragem,english,USA,R,European Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Action
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Spain,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,South Korea,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,other,France,PG-13,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Cinemarama,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,Denmark,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,India,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,UK,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
8-10,longa_metragem,english,USA,G,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Fantasy
8-10,longa_metragem,english,USA,PG-13,American Widescreen,Documentary
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Documentary
6-7,longa_metragem,other,Thailand,R,American Widescreen,Action
6-7,longa_metragem,english,Italy,R,American Widescreen,Horror
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,Australia,PG,American Widescreen,Drama
6-7,media_metragem,other,Denmark,R,Anamorphic Projection,Drama
<4,longa_metragem,english,Germany,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Australia,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,Thailand,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG,American Widescreen,Biography
8-10,longa_metragem,other,India,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,G,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Fantasy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Animation
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,other,France,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,Germany,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,European Widescreen,Biography
6-7,longa_metragem,english,France,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,Italy,R,European Widescreen,Comedy
8-10,longa_metragem,other,Japan,R,American Widescreen,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Australia,R,Academy Capture,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,Hong Kong,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,Canada,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
8-10,longa_metragem,other,France,PG-13,American Widescreen,Animation
6-7,longa_metragem,english,France,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Early Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,New Zealand,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,UK,PG,European Widescreen,Action
6-7,longa_metragem,english,USA,PG,Early Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Biography
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG,European Widescreen,Action
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,other,Australia,PG,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,G,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG,American Widescreen,Adventure
6-7,longa_metragem,other,France,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Western
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,Canada,PG-13,Anamorphic Projection,Drama
8-10,longa_metragem,other,Canada,R,American Widescreen,Drama
6-7,longa_metragem,other,Italy,R,Anamorphic Projection,Comedy
8-10,longa_metragem,other,Brazil,R,American Widescreen,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,Australia,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,USA,NC-17,Anamorphic Projection,Mystery
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,NC-17,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Biography
8-10,longa_metragem,english,UK,R,American Widescreen,Action
6-7,longa_metragem,other,Germany,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Musical
8-10,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Documentary
8-10,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,European Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,70mm Frame,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,NC-17,American Widescreen,Fantasy
6-7,longa_metragem,english,Germany,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Early Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Biography
5,longa_metragem,english,USA,NC-17,American Widescreen,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,other,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Ireland,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,Germany,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,PG,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,China,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,other,France,R,American Widescreen,Comedy
6-7,longa_metragem,other,Netherlands,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,Thailand,R,American Widescreen,Action
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,other,Spain,R,American Widescreen,Horror
8-10,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,American Widescreen,Biography
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Australia,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Biography
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,Canada,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
<4,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,other,Finland,R,American Widescreen,Comedy
6-7,longa_metragem,other,Japan,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,Norway,R,Cinemarama,Crime
6-7,longa_metragem,english,Canada,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,American Widescreen,Horror
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,NC-17,American Widescreen,Action
6-7,longa_metragem,other,Mexico,PG-13,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,70mm Frame,Drama
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,USA,R,American Widescreen,Fantasy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Biography
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,G,Academy Capture,Animation
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
5,longa_metragem,other,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
<4,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Crime
<4,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,other,Mexico,R,American Widescreen,Adventure
8-10,longa_metragem,english,UK,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
5,longa_metragem,english,USA,PG-13,Academy Capture,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,other,Canada,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,New Zealand,R,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Spain,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
<4,longa_metragem,english,Germany,R,Anamorphic Projection,Mystery
6-7,longa_metragem,other,Czech Republic,R,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Fantasy
5,longa_metragem,english,USA,NC-17,American Widescreen,Comedy
5,longa_metragem,english,Denmark,R,American Widescreen,Crime
6-7,longa_metragem,other,France,R,American Widescreen,Comedy
5,longa_metragem,english,Spain,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,European Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
8-10,longa_metragem,english,USA,R,Early Widescreen,Drama
6-7,longa_metragem,other,Spain,PG-13,70mm Frame,Drama
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,Netherlands,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,South Korea,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,other,Hong Kong,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,english,New Zealand,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,other,Russia,R,American Widescreen,Fantasy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,Canada,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
8-10,longa_metragem,english,USA,PG,Early Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Early Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
<4,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
