,imdb_score,duration,genres,plot_keywords,language,country,movie_title,gross,content_rating,budget,title_year,aspect_ratio,trt_movie_title,trt_genre,trt_lucro,trt_content_rating,trt_imdb_score,trt_imdb_class_score
3721,5.1,94.0,Comedy|Drama|Music|Romance,college|misogyny|money|new friend|party,English,USA,House Party 2 ,19281235.0,R,5000000.0,1991.0,1.85,house party 2,Comedy,285.6247,R,5,>4 & <=5
3723,5.0,77.0,Animation|Comedy|Family,dance|friend|monster|reference to batman|valentine,English,USA,Doug's 1st Movie ,19421271.0,G,5000000.0,1999.0,1.33,doug's 1st movie,Animation,288.42542,G,5,>4 & <=5
3724,7.2,134.0,Drama,church|louisiana|minister|preacher|texas,English,USA,The Apostle ,20733485.0,PG-13,5000000.0,1997.0,1.85,the apostle,Drama,314.66970000000003,PG-13,7,>5 & <=7
3726,6.4,90.0,Comedy|Drama,art model|farmer|jail|nude model|three sisters,English,USA,Our Idiot Brother ,24809547.0,R,5000000.0,2011.0,1.85,our idiot brother,Comedy,396.19094,R,6,>5 & <=7
3728,5.6,104.0,Comedy|Drama,catfight|dominatrix|rape|spanking|stripper,English,USA,The Players Club ,23031390.0,R,4500000.0,1998.0,1.85,the players club,Comedy,411.8086666666667,R,5,>4 & <=5
3730,6.1,93.0,Horror|Mystery|Thriller,archeologist|catacomb|found footage|paris france|philosopher's stone,English,USA,"As Above, So Below ",21197315.0,R,5000000.0,2014.0,1.85,"as above, so below",Horror,323.9463,R,6,>5 & <=7
3731,5.2,106.0,Drama|Thriller,adultery|attraction|lust|obsession|temptation,Spanish,USA,Addicted ,17382982.0,R,5000000.0,2014.0,1.85,addicted,Drama,247.65964,R,5,>4 & <=5
3732,7.3,109.0,Drama,doctor|louisiana|secret|title directed by female|witchcraft,English,USA,Eve's Bayou ,14821531.0,R,6000000.0,1997.0,1.85,eve's bayou,Drama,147.02551666666665,R,7,>5 & <=7
3733,7.5,101.0,Drama,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,English,USA,Still Alice ,18656400.0,PG-13,5000000.0,2014.0,1.85,still alice,Drama,273.128,PG-13,7,>5 & <=7
3736,4.5,100.0,Adventure|Horror,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,English,USA,Friday the 13th Part VIII: Jason Takes Manhattan ,14343976.0,R,5000000.0,1989.0,1.85,friday the 13th part viii: jason takes manhattan,Adventure,186.87952,R,4,<4
3737,6.6,95.0,Comedy|Family|Romance,baptism|greek|greek restaurant|prejudice|travel agency,English,USA,My Big Fat Greek Wedding ,241437427.0,PG,5000000.0,2002.0,1.85,my big fat greek wedding,Comedy,4728.7485400000005,PG,6,>5 & <=7
3738,5.3,94.0,Crime|Drama,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,English,USA,Spring Breakers ,14123773.0,R,5000000.0,2012.0,2.35,spring breakers,Crime,182.47546,R,5,>4 & <=5
3739,4.9,93.0,Horror|Thriller,halloween|michael myers|nudity|returning character with different actor|slasher flick,English,USA,Halloween: The Curse of Michael Myers ,15126948.0,R,5000000.0,1995.0,1.85,halloween: the curse of michael myers,Horror,202.53896,R,4,<4
3740,7.7,106.0,Adventure|Comedy|Drama|Romance,beach|cleaning a swimming pool|male male kiss|mexico|on the road,Spanish,Mexico,Y Tu Mamá También ,13622333.0,R,2000000.0,2001.0,1.85,y tu mamá también,Adventure,581.1166499999999,R,7,>5 & <=7
3741,8.0,99.0,Comedy|Horror,british horror|pub|record collection|zombie|zombie apocalypse,English,UK,Shaun of the Dead ,13464388.0,R,4000000.0,2004.0,2.35,shaun of the dead,Comedy,236.60969999999998,R,8,>7 & <=10
3742,3.8,82.0,Drama|Horror|Thriller,18th birthday|birthday|community center|resurrection|teenager,English,USA,The Haunting of Molly Hartley ,13350177.0,PG-13,5000000.0,2008.0,1.85,the haunting of molly hartley,Drama,167.00354,PG-13,3,<4
3743,7.6,135.0,Drama|Mystery,father son relationship|interracial relationship|neo western|sheriff|texas,English,USA,Lone Star ,13269963.0,R,5000000.0,1996.0,2.35,lone star,Drama,165.39926,R,7,>5 & <=7
3744,5.9,88.0,Horror|Thriller,halloween|michael myers|murder|niece|october,English,USA,Halloween 4: The Return of Michael Myers ,17768000.0,R,5000000.0,1988.0,1.85,halloween 4: the return of michael myers,Horror,255.35999999999999,R,5,>4 & <=5
3745,6.2,89.0,Horror|Mystery,april fool's day|island|mansion|psycho|secret,English,USA,April Fool's Day ,12947763.0,R,5000000.0,1986.0,2.35,april fool's day,Horror,158.95526,R,6,>5 & <=7
3746,7.2,110.0,Comedy|Drama,baltimore colts|diner|marriage|salesman|wedding,English,USA,Diner ,14100000.0,R,5000000.0,1982.0,1.85,diner,Comedy,182.0,R,7,>5 & <=7
3747,6.3,107.0,Action|Crime|Drama|Thriller|Western,drugs|martial arts|texas|texas ranger|weapon,English,USA,Lone Wolf McQuade ,12200000.0,PG,5000000.0,1983.0,1.85,lone wolf mcquade,Action,144.0,PG,6,>5 & <=7
3748,5.2,86.0,Horror|Mystery|Sci-Fi|Thriller,cosmonaut|footprint|found footage|moon|secret mission,English,USA,Apollo 18 ,17683670.0,PG-13,5000000.0,2011.0,1.33,apollo 18,Horror,253.67340000000002,PG-13,5,>4 & <=5
3749,6.9,91.0,Comedy|Drama,business|crime scene cleanup|private school|school|sister sister relationship,English,USA,Sunshine Cleaning ,12055108.0,R,8000000.0,2008.0,2.35,sunshine cleaning,Comedy,50.688849999999995,R,6,>5 & <=7
3750,6.8,103.0,Action|Thriller,asia|fictional country|hotel|rebellion|revolution,English,USA,No Escape ,27285953.0,R,5000000.0,2015.0,1.85,no escape,Action,445.71905999999996,R,6,>5 & <=7
3754,6.1,99.0,Drama|Romance,african american protagonist|based on novel|title spoken by character,English,USA,Not Easily Broken ,10572742.0,PG-13,8000000.0,2009.0,1.85,not easily broken,Drama,32.159275,PG-13,6,>5 & <=7
3757,5.9,82.0,Action|Adventure|Animation|Family|Sci-Fi,based on video game|box office hit|computer|digimon|internet,English,USA,Digimon: The Movie ,9628751.0,PG,5000000.0,2000.0,1.85,digimon: the movie,Action,92.57502,PG,5,>4 & <=5
3758,6.9,92.0,Comedy|Drama,christian|jewish|pastor|school|virginity,English,USA,Saved! ,8786715.0,PG-13,5000000.0,2004.0,1.85,saved!,Comedy,75.7343,PG-13,6,>5 & <=7
3759,7.7,112.0,Comedy|Crime|Drama|Mystery|Romance,cancer|dying|friend|money|socialist,French,Canada,The Barbarian Invasions ,3432342.0,R,6000000.0,2003.0,2.35,the barbarian invasions,Comedy,-42.7943,R,7,>5 & <=7
3761,5.3,90.0,Horror|Thriller,flashing breasts|hitchhiker|vampire|vampire hunter|virus,English,USA,The Forsaken ,6755271.0,R,5000000.0,2001.0,1.85,the forsaken,Horror,35.105419999999995,R,5,>4 & <=5
3763,7.0,150.0,Comedy|Drama,gambling|imagination|television|television station|tv show,English,USA,UHF ,6157157.0,PG-13,5000000.0,1989.0,1.85,uhf,Comedy,23.143140000000002,PG-13,7,>5 & <=7
3765,6.6,91.0,Comedy|Drama,flatulence|menstrual blood|nomad|nursing school|title directed by female,English,USA,Slums of Beverly Hills ,5480318.0,R,5000000.0,1998.0,1.85,slums of beverly hills,Comedy,9.60636,R,6,>5 & <=7
3767,6.4,95.0,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,English,USA,Made ,5308707.0,R,5000000.0,2001.0,1.85,made,Comedy,6.17414,R,6,>5 & <=7
3768,7.9,97.0,Drama|Mystery|Sci-Fi,computer|contract|earth|moon|solitude,English,UK,Moon ,5009677.0,R,5000000.0,2009.0,2.35,moon,Drama,0.19354000000000002,R,7,>5 & <=7
3771,7.7,112.0,Drama,anger|bus|child|lawyer|school,English,Canada,The Sweet Hereafter ,4306697.0,R,5000000.0,1997.0,2.35,the sweet hereafter,Drama,-13.86606,R,7,>5 & <=7
3772,7.2,122.0,Drama,catholic church|community|monastery|monk|terrorist,French,France,Of Gods and Men ,3950029.0,PG-13,4000000.0,2010.0,2.35,of gods and men,Drama,-1.2492750000000001,PG-13,7,>5 & <=7
3773,6.8,110.0,Comedy|Drama,airport|california|flat tire|overalls|wine,English,USA,Bottle Shock ,4040588.0,PG-13,5000000.0,2008.0,2.35,bottle shock,Comedy,-19.18824,PG-13,6,>5 & <=7
3775,7.4,108.0,Biography|Crime|Drama|Romance|Thriller,fantasy life|friend|friendship|love|teenage crush,English,New Zealand,Heavenly Creatures ,3049135.0,R,5000000.0,1994.0,2.35,heavenly creatures,Biography,-39.0173,R,7,>5 & <=7
3776,4.6,121.0,Drama,heaven|hospital|praying|pronounced dead|recovery,English,USA,90 Minutes in Heaven ,4700361.0,PG-13,5000000.0,2015.0,2.35,90 minutes in heaven,Drama,-5.992780000000001,PG-13,4,<4
3777,6.4,97.0,Comedy|Drama,alcoholic|beer|bicycle|new neighbor|yard sale,English,USA,Everything Must Go ,2711210.0,R,5000000.0,2010.0,2.35,everything must go,Comedy,-45.7758,R,6,>5 & <=7
3778,7.0,116.0,Comedy|Crime|Drama|Mystery|Thriller,blackmail|client|private detective|private investigator|tycoon,English,USA,Zero Effect ,1980338.0,R,5000000.0,1998.0,1.85,zero effect,Comedy,-60.393240000000006,R,7,>5 & <=7
3779,7.7,94.0,Drama|Thriller,alienation|conscience|insomnia|paranoia|urban gothic,English,Spain,The Machinist ,1082044.0,R,5000000.0,2004.0,2.35,the machinist,Drama,-78.35912,R,7,>5 & <=7
3780,6.8,103.0,Crime|Drama,bare breasts|drugs|existentialism|new york city|redemption,English,USA,Light Sleeper ,1100000.0,R,5000000.0,1992.0,1.85,light sleeper,Crime,-78.0,R,6,>5 & <=7
3781,7.0,112.0,Biography|Crime|Drama|Mystery|Thriller,based on true story|cia|cocaine|journalist|smear campaign,English,USA,Kill the Messenger ,2445646.0,R,5000000.0,2014.0,2.35,kill the messenger,Biography,-51.08707999999999,R,7,>5 & <=7
3782,7.0,91.0,Drama,car|comic book|comic book artist|iphone|memory,English,USA,Rabbit Hole ,2221809.0,PG-13,5000000.0,2010.0,1.85,rabbit hole,Drama,-55.56382,PG-13,7,>5 & <=7
3783,6.3,98.0,Biography|Crime|Drama|Thriller,drug dealer|drugs|gay|homosexual|party,English,USA,Party Monster ,296665.0,R,5000000.0,2003.0,1.85,party monster,Biography,-94.0667,R,6,>5 & <=7
3784,7.1,95.0,Crime|Horror|Music|Thriller,murder|neo nazi|punk band|skinhead|suspense,English,USA,Green Room ,3219029.0,R,5000000.0,2015.0,2.35,green room,Crime,-35.619420000000005,R,7,>5 & <=7
3787,7.1,91.0,Comedy|Crime|Drama,caper|escapade|motel|robbery|texas,English,USA,Bottle Rocket ,1040879.0,R,7000000.0,1996.0,1.85,bottle rocket,Comedy,-85.1303,R,7,>5 & <=7
3788,6.1,97.0,Crime|Drama|Thriller,bar|box office flop|hostage|new orleans louisiana|police,English,USA,Albino Alligator ,326308.0,R,5000000.0,1996.0,2.35,albino alligator,Crime,-93.47384,R,6,>5 & <=7
3793,7.3,90.0,Drama|Romance,christmas|fable|old man,English,USA,"Lovely, Still ",124720.0,PG,5000000.0,2008.0,1.85,"lovely, still",Drama,-97.5056,PG,7,>5 & <=7
3795,6.2,90.0,Drama,cola|desert|ice cream cone|teenage girl|vomiting,English,USA,Desert Blue ,99147.0,R,2000000.0,1998.0,1.85,desert blue,Drama,-95.04265,R,6,>5 & <=7
3797,6.2,94.0,Horror|Thriller,farm|handheld camera|impostor|rap|rock paper scissors,English,USA,The Visit ,65069140.0,PG-13,5000000.0,2015.0,1.85,the visit,Horror,1201.3828,PG-13,6,>5 & <=7
3798,6.2,90.0,Crime|Thriller|War,blood splatter|iraq|murder|rape|soldier,English,USA,Redacted ,65087.0,R,5000000.0,2007.0,1.85,redacted,Crime,-98.69826,R,6,>5 & <=7
3799,3.3,103.0,Mystery|Romance|Thriller,death|love|marriage|secret|suspicion,English,Germany,Fascination ,16066.0,R,5000000.0,2004.0,2.35,fascination,Mystery,-99.67868,R,3,<4
3819,7.4,113.0,Comedy|Drama|Romance|War,hotel|legs|lingerie|waiter|wealth,Czech,Czech Republic,I Served the King of England ,617228.0,R,84450000.0,2006.0,1.85,i served the king of england,Comedy,-99.26912018946122,R,7,>5 & <=7
3821,8.0,148.0,Drama,friend|mental institution|murder|repair shop|small town,English,USA,Sling Blade ,24475416.0,R,890000.0,1996.0,1.85,sling blade,Drama,2650.0467415730336,R,8,>7 & <=10
3823,5.9,93.0,Horror,bratislava|hostel|sadistic horror|torture|travel,English,USA,Hostel ,47277326.0,R,4800000.0,2005.0,2.35,hostel,Horror,884.9442916666666,R,5,>4 & <=5
3824,6.8,94.0,Comedy|Drama,actor playing himself|battle|boots|penis|womb,English,UK,Tristram Shandy: A Cock and Bull Story ,1247453.0,R,2800000.0,2005.0,2.35,tristram shandy: a cock and bull story,Comedy,-55.44810714285714,R,6,>5 & <=7
3825,7.4,121.0,Drama|Thriller,ambiguous ending|firefly|mysterious event|schizophrenia|storm,English,USA,Take Shelter ,1729969.0,R,5000000.0,2011.0,2.35,take shelter,Drama,-65.40062,R,7,>5 & <=7
3826,6.7,118.0,Fantasy|Horror|Mystery|Thriller,1960s|boy|ghost|murder|small town,English,USA,Lady in White ,1705139.0,R,4700000.0,1988.0,1.85,lady in white,Fantasy,-63.72044680851063,R,6,>5 & <=7
3829,5.5,101.0,Comedy|Horror,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,English,USA,The Texas Chainsaw Massacre 2 ,8025872.0,X,4700000.0,1986.0,1.85,the texas chainsaw massacre 2,Comedy,70.7632340425532,NC-17,5,>4 & <=5
3831,5.7,90.0,Crime|Drama,brutal cop|drug dealer|punishment|thai boxing|vengeance,English,Denmark,Only God Forgives ,778565.0,R,4800000.0,2013.0,1.85,only god forgives,Crime,-83.77989583333333,R,5,>4 & <=5
3837,7.2,100.0,Comedy|Drama|Romance,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,French,France,The Names of Love ,513836.0,R,4600000.0,2010.0,1.85,the names of love,Comedy,-88.82965217391305,R,7,>5 & <=7
3839,5.9,97.0,Drama,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,English,Spain,Savage Grace ,434417.0,Not Rated,4600000.0,2007.0,1.85,savage grace,Drama,-90.55615217391303,R,5,>4 & <=5
3841,6.7,96.0,Comedy,misfit|police|police academy|police cadet|police officer,English,USA,Police Academy ,81200000.0,R,4500000.0,1984.0,1.85,police academy,Comedy,1704.4444444444443,R,6,>5 & <=7
3843,7.1,117.0,Comedy|Drama|Romance,1990s|chick flick|funeral|gay relationship|wedding,English,UK,Four Weddings and a Funeral ,52700832.0,R,4500000.0,1994.0,1.66,four weddings and a funeral,Comedy,1071.1296,R,7,>5 & <=7
3846,7.7,108.0,Drama,bar|dream|drug dealing|nightclub|widower,English,USA,25th Hour ,13060843.0,R,15000000.0,2002.0,2.35,25th hour,Drama,-12.927713333333331,R,7,>5 & <=7
3848,7.4,109.0,Crime|Drama|Romance|Thriller,gangster|lesbian|mafia|money|neo noir,English,USA,Bound ,3798532.0,R,4500000.0,1996.0,1.85,bound,Crime,-15.588177777777778,R,7,>5 & <=7
3849,8.4,102.0,Drama,addiction|diet pill|drug addiction|fast motion scene|heroin,English,USA,Requiem for a Dream ,3609278.0,R,4500000.0,2000.0,1.37,requiem for a dream,Drama,-19.79382222222222,R,8,>7 & <=10
3851,7.2,115.0,Drama|Musical,dancer|director|love|musical filmmaking|tango,Spanish,Spain,Tango ,1687311.0,PG-13,700000000.0,1998.0,2.0,tango,Drama,-99.75895557142857,PG-13,7,>5 & <=7
3853,5.4,98.0,Comedy,blogger|pastor|reference to the shawshank redemption|taser|tasered,English,USA,Moms' Night Out ,10429707.0,PG,5000000.0,2014.0,2.35,moms' night out,Comedy,108.59414000000001,PG,5,>4 & <=5
3854,8.1,133.0,Drama|Sci-Fi|Thriller,1980s|death|insanity|parallel universe|time travel,English,USA,Donnie Darko ,727883.0,R,4500000.0,2001.0,2.35,donnie darko,Drama,-83.82482222222222,R,8,>7 & <=10
3856,7.8,122.0,Crime|Drama|Mystery,bailiff|lawyer|office|police|school,Dutch,Netherlands,Character ,713413.0,R,4500000.0,1997.0,1.85,character,Crime,-84.14637777777779,R,7,>5 & <=7
3857,6.8,106.0,Comedy|Crime|Drama,male nudity|meth|meth lab|nudity|speed freak,English,USA,Spun ,410241.0,R,2000000.0,2002.0,1.85,spun,Comedy,-79.48795,R,6,>5 & <=7
3859,7.7,112.0,Crime|Drama,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,Korean,South Korea,Lady Vengeance ,211667.0,R,4200000000.0,2005.0,2.35,lady vengeance,Crime,-99.9949603095238,R,7,>5 & <=7
3861,6.5,99.0,Comedy|Drama|Sport,inmate|prison|prison guard|soccer|soccer star,English,UK,Mean Machine ,92191.0,R,2500000.0,2001.0,1.85,mean machine,Comedy,-96.31236,R,6,>5 & <=7
3862,7.3,110.0,Action|Crime|Thriller,baby|friendship|macau|practical joke|selfie,Cantonese,Hong Kong,Exiled ,49413.0,R,35000000.0,2006.0,2.35,exiled,Action,-99.85882000000001,R,7,>5 & <=7
3865,5.9,104.0,Drama|Horror|Mystery|Thriller,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,English,USA,After.Life ,108229.0,R,4500000.0,2009.0,2.35,after.life,Drama,-97.59491111111112,R,5,>4 & <=5
3867,8.7,133.0,Drama,1960s|escape|mental institution|nurse|sexuality,English,USA,One Flew Over the Cuckoo's Nest ,112000000.0,R,4400000.0,1975.0,1.85,one flew over the cuckoo's nest,Drama,2445.4545454545455,R,8,>7 & <=10
3873,6.1,112.0,Action|Crime|Drama,bank|criminal|detective|flying squad|policewoman,English,UK,The Sweeney ,26345.0,R,3000000.0,2012.0,2.35,the sweeney,Action,-99.12183333333333,R,6,>5 & <=7
3876,7.6,101.0,Drama|Family,girl|maori|new zealand|tradition|whale,English,New Zealand,Whale Rider ,20772796.0,PG-13,6000000.0,2002.0,2.35,whale rider,Drama,246.21326666666667,PG-13,7,>5 & <=7
3883,6.5,104.0,Fantasy|Thriller,battle|bridge|mother son relationship|supernatural power|vampire,Russian,Russia,Night Watch ,1487477.0,R,4200000.0,2004.0,1.85,night watch,Fantasy,-64.58388095238095,R,6,>5 & <=7
3884,7.3,112.0,Crime|Drama|Romance|Thriller,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,English,UK,The Crying Game ,62549000.0,R,2300000.0,1992.0,2.35,the crying game,Crime,2619.5217391304345,R,7,>5 & <=7
3885,6.2,94.0,Comedy,female full frontal nudity|revenge|school|sheriff|virginity,English,Canada,Porky's ,105500000.0,R,4000000.0,1981.0,1.85,porky's,Comedy,2537.5,R,6,>5 & <=7
3886,5.0,90.0,Horror,delaware|feud|island|undead|zombie,English,USA,Survival of the Dead ,101055.0,R,4000000.0,2009.0,2.35,survival of the dead,Horror,-97.473625,R,5,>4 & <=5
3888,7.8,101.0,Drama,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,English,USA,Lost in Translation ,44566004.0,R,4000000.0,2003.0,1.85,lost in translation,Drama,1014.1501,R,7,>5 & <=7
3889,8.1,93.0,Comedy|Romance,breaking the fourth wall|comedian|jewish|neurosis|singer,English,USA,Annie Hall ,39200000.0,PG,4000000.0,1977.0,1.37,annie hall,Comedy,880.0000000000001,PG,8,>7 & <=10
3890,6.7,152.0,Drama|Family|Romance,circus|clown|elephant trainer|trapeze|trapeze artist,English,USA,The Greatest Show on Earth ,36000000.0,Not Rated,4000000.0,1952.0,1.37,the greatest show on earth,Drama,800.0,R,6,>5 & <=7
3892,7.1,112.0,Drama|Romance,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,English,USA,Monster's Ball ,31252964.0,R,4000000.0,2001.0,2.35,monster's ball,Drama,681.3240999999999,R,7,>5 & <=7
3893,5.6,95.0,Drama|Horror,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,English,USA,Maggie ,131175.0,PG-13,8500000.0,2015.0,2.35,maggie,Drama,-98.45676470588235,PG-13,5,>4 & <=5
3894,7.6,111.0,Drama|Romance,alcoholic|bar|love|prostitute|sex,English,USA,Leaving Las Vegas ,31968347.0,R,3600000.0,1995.0,1.66,leaving las vegas,Drama,788.009638888889,R,7,>5 & <=7
3898,4.6,91.0,Mystery|Thriller,adultery|argument|older woman younger man relationship|oral sex|sex scene,English,USA,The Boy Next Door ,35385560.0,R,4000000.0,2015.0,2.35,the boy next door,Mystery,784.639,R,4,<4
3901,7.1,106.0,Comedy|Drama,biological father|college|motorcycle|sperm|sperm donor,English,USA,The Kids Are All Right ,20803237.0,R,3500000.0,2010.0,1.85,the kids are all right,Comedy,494.3782,R,7,>5 & <=7
3902,7.3,93.0,Horror|Sci-Fi|Thriller,alien|brainwashing|construction worker|sunglasses|teleportation,English,USA,They Live ,13008928.0,R,4000000.0,1988.0,2.35,they live,Horror,225.2232,R,7,>5 & <=7
3905,4.0,93.0,Drama|Horror|Thriller,car fire|evil|hospital|hotel|prophecy,English,France,The Last Exorcism Part II ,15152879.0,PG-13,5000000.0,2013.0,2.35,the last exorcism part ii,Drama,203.05757999999997,PG-13,4,<4
3906,8.0,165.0,Drama,12 year time span|coming of age|domestic abuse|growing up|separated parents,English,USA,Boyhood ,25359200.0,R,4000000.0,2014.0,1.85,boyhood,Drama,533.98,R,8,>7 & <=10
3907,6.7,96.0,Comedy|Crime|Mystery,english garden|fake drowning|fake parent|musical instrument|poker the card game,English,UK,Scoop ,10515579.0,PG-13,4000000.0,2006.0,1.85,scoop,Comedy,162.889475,PG-13,6,>5 & <=7
3909,4.6,93.0,Comedy,african american stereotype|car wash|rent|roommate|threatening telephone call,English,USA,The Wash ,10097096.0,R,4000000.0,2001.0,1.85,the wash,Comedy,152.42739999999998,R,4,<4
3910,4.0,82.0,Comedy,adult diaper|diaper|digit in title|dream|sawed off shotgun,English,USA,3 Strikes ,9821335.0,R,6000000.0,2000.0,1.85,3 strikes,Comedy,63.688916666666664,R,4,<4
3911,7.0,101.0,Crime|Drama|Fantasy|Romance,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,English,USA,The Cooler ,8243880.0,R,3200000.0,2003.0,2.35,the cooler,Crime,157.62125,R,7,>5 & <=7
3913,5.9,81.0,Crime|Mystery|Thriller,boy|radio show|social worker|telephone|wisconsin,English,USA,The Night Listener ,7825820.0,R,4000000.0,2006.0,1.85,the night listener,Crime,95.6455,R,5,>4 & <=5
3916,7.5,105.0,Drama|Mystery|Thriller,dead children|ghost|missing child|orphan|orphanage,Spanish,Spain,The Orphanage ,7159147.0,R,3400000.0,2007.0,2.35,the orphanage,Drama,110.56314705882353,R,7,>5 & <=7
3917,4.7,86.0,Comedy|Fantasy,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,English,USA,A Haunted House 2 ,17314483.0,R,4000000.0,2014.0,1.85,a haunted house 2,Comedy,332.862075,R,4,<4
3918,6.7,110.0,Comedy|Drama|Romance,bisexual|college|drug dealer|drugs|student,English,USA,The Rules of Attraction ,6525762.0,R,4000000.0,2002.0,1.85,the rules of attraction,Comedy,63.14404999999999,R,6,>5 & <=7
3921,6.7,110.0,Comedy|Fantasy,bellhop|coven|gangster|hotel|new year's eve,English,USA,Four Rooms ,4301331.0,R,4000000.0,1995.0,1.85,four rooms,Comedy,7.533275000000001,R,6,>5 & <=7
3922,7.1,104.0,Comedy|Drama|Romance,bdsm|employer employee relationship|hospital|mental hospital|secretary,English,USA,Secretary ,4046737.0,R,4000000.0,2002.0,1.85,secretary,Comedy,1.168425,R,7,>5 & <=7
3923,2.7,96.0,Documentary,cancun mexico|mexico|spring break|vacation|wisconsin,English,USA,The Real Cancun ,3713002.0,R,8000000.0,2003.0,1.85,the real cancun,Documentary,-53.587475,R,2,<4
3924,7.3,110.0,Drama,listener|neo nazi|radio|radio station|radio talk show,English,USA,Talk Radio ,3468572.0,R,4000000.0,1988.0,1.85,talk radio,Drama,-13.2857,R,7,>5 & <=7
3925,7.6,84.0,Comedy,amateur theater|dentist|missouri|small town|travel agent,English,USA,Waiting for Guffman ,2892582.0,R,4000000.0,1996.0,1.85,waiting for guffman,Comedy,-27.68545,R,7,>5 & <=7
3926,5.8,94.0,Comedy,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,English,USA,Love Stinks ,2800000.0,R,4000000.0,1999.0,1.85,love stinks,Comedy,-30.0,R,5,>4 & <=5
3927,6.5,93.0,Comedy|Crime|Romance|Thriller,alcoholic|buffalo new york|claim in title|embalming|mortuary,English,USA,You Kill Me ,2426851.0,R,4000000.0,2007.0,2.55,you kill me,Comedy,-39.328725,R,6,>5 & <=7
3928,6.6,96.0,Comedy|Drama,attention deficit disorder|debate|drugs|psychologist|school,English,USA,Thumbsucker ,1325073.0,R,4000000.0,2005.0,2.35,thumbsucker,Comedy,-66.87317499999999,R,6,>5 & <=7
3930,6.9,101.0,Adventure|Fantasy,circus|dark fantasy|dream|dream world|fantasy world,English,UK,Mirrormask ,864959.0,PG,4000000.0,2005.0,1.85,mirrormask,Adventure,-78.376025,PG,6,>5 & <=7
3931,8.5,102.0,Documentary|Music,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,None,USA,Samsara ,2601847.0,PG-13,4000000.0,2011.0,2.35,samsara,Documentary,-34.953825,PG-13,8,>7 & <=10
3932,4.8,87.0,Adventure|Fantasy,bare breasts|comic relief|dragon|gladiator|harem,English,USA,The Barbarians ,800000.0,R,4000000.0,1987.0,1.85,the barbarians,Adventure,-80.0,R,4,<4
3935,7.0,99.0,Drama|Thriller,beating|hustler|jail|money|revenge,English,USA,Poolhall Junkies ,562059.0,R,4000000.0,2002.0,1.85,poolhall junkies,Drama,-85.948525,R,7,>5 & <=7
3936,5.4,106.0,Drama,1950s|italian|murder|tunisia|vomiting,English,USA,The Loss of Sexual Innocence ,399793.0,R,4000000.0,1999.0,1.78,the loss of sexual innocence,Drama,-90.00517500000001,R,5,>4 & <=5
3938,6.9,117.0,Drama,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,English,USA,Joe ,371897.0,R,4000000.0,2013.0,2.35,joe,Drama,-90.702575,R,6,>5 & <=7
3939,6.6,99.0,Comedy|Crime|Romance,con artist|money|orphan|scam|secretary,English,UK,Shooting Fish ,302204.0,PG,3000000.0,1997.0,2.35,shooting fish,Comedy,-89.92653333333334,PG,6,>5 & <=7
3940,5.9,102.0,Crime|Drama|Horror|Thriller,electric chair|haunting|prison|prisoner|revenge,English,USA,Prison ,354704.0,R,1300000.0,1987.0,1.85,prison,Crime,-72.71507692307692,R,5,>4 & <=5
3941,6.3,85.0,Comedy|Horror|Mystery,cliche|exchange student|slasher|spoof|surfing,English,Australia,Psycho Beach Party ,265107.0,Unrated,1500000.0,2000.0,1.85,psycho beach party,Comedy,-82.3262,R,6,>5 & <=7
3942,6.3,86.0,Comedy,competition|fake documentary|hairdresser|nudity|reference to liberace,English,UK,The Big Tease ,185577.0,R,4000000.0,1999.0,1.85,the big tease,Comedy,-95.360575,R,6,>5 & <=7
3944,7.0,106.0,Crime|Drama|Thriller,counselor|fbi|revenge motive|school|teenage girl,English,USA,Trust ,58214.0,R,9500000.0,2010.0,2.35,trust,Crime,-99.38722105263157,R,7,>5 & <=7
3945,6.3,103.0,Comedy,alopecia|belfast northern ireland|ireland|irish republican army|scalper,English,USA,An Everlasting Piece ,75078.0,R,14000000.0,2000.0,1.85,an everlasting piece,Comedy,-99.46372857142856,R,6,>5 & <=7
3947,6.2,112.0,Drama|Romance,beach|friend|friendship|happiness|neighbor,English,Australia,Adore ,317125.0,R,16000000.0,2013.0,2.35,adore,Drama,-98.01796875,R,6,>5 & <=7
